Latitude,Longitude,Confiança
-3.920662338204484,-53.69824296720165,1.0
-5.394241919451561,-50.7119225860846,1.0
-8.111160183469575,-66.38793401072971,1.0
-7.563357106771105,-51.1661659123534,1.0
-3.3296316118637908,-52.174491104717106,1.0
-3.5997957578396136,-59.050396333985304,1.0
-3.1023131925552736,-56.44397386139998,1.0
-7.250148220929112,-63.721461160078725,1.0
-4.917564773902561,-66.99225445419668,1.0
-4.140704314868533,-54.46102976248169,1.0
-5.934947394405001,-56.47432745780183,1.0
-9.35436877033278,-52.56255743509291,1.0
-6.197968582572604,-66.02033437066828,1.0
-3.104043040210044,-59.12434066708897,1.0
-5.466122480841898,-68.2101258674269,1.0
-4.288945107951844,-50.60887621447044,1.0
-8.7766687049821,-62.28332673906507,1.0
-8.861783750957137,-53.42341473746728,1.0
-8.131542424362616,-69.8570542349465,1.0
-8.12492480993912,-58.030908892089144,1.0
-3.625664770998525,-69.17861775488196,1.0
-5.649975931661735,-68.0524061785196,1.0
-9.497147928595034,-59.71702722948234,1.0
-3.1828189184888247,-54.498901048499576,1.0
-5.006232881168922,-63.766084139254694,1.0
-9.927575651195022,-56.7146526965378,1.0
-5.187186940597217,-69.9132696591071,1.0
-8.183159209606693,-65.84134232418356,1.0
-6.05230971120915,-62.001980894691215,1.0
-9.487727019926028,-63.587652731802194,1.0
-7.218882427011621,-50.66056643199141,1.0
-5.08097950522258,-65.01324567247445,1.0
-6.451216234854672,-61.024329629550664,1.0
-4.3201720260789545,-63.30347723548928,1.0
-5.849647489834739,-61.90458243031799,1.0
-8.259959671908177,-55.353727670514935,1.0
-3.0246256739757253,-67.92457915616923,1.0
-5.200879726031691,-63.76165185684288,1.0
-5.726552012329856,-61.778702193370904,1.0
-2.6654554160037742,-58.18213210445461,1.0
-6.430232621964175,-65.09828814608166,1.0
-3.2788918651772745,-62.64370271445821,1.0
-6.069608522401392,-63.177305373472564,1.0
-3.8325964390071805,-54.43081613338407,1.0
-5.7135451971556055,-56.04634613630948,1.0
-5.313893091605496,-56.458318987267404,1.0
-7.615347671971048,-57.19080605947643,1.0
-2.127995444632501,-62.360115065568245,1.0
-6.59106878546559,-58.62586044132588,1.0
-2.78645985242614,-61.6606262183595,1.0
-2.8475764291582752,-57.321935882539265,1.0
-3.417388646735011,-64.08192263501725,1.0
-4.546634345563898,-61.05766386769527,1.0
-4.0626506208091016,-51.92466203356524,1.0
-8.382505993346781,-65.0172668325476,1.0
-5.556330867028349,-62.787893954615726,1.0
-6.1171346103713065,-63.26108154249049,1.0
-4.825505327255827,-58.233372468098736,1.0
-9.592549256207615,-55.22895213664117,1.0
-9.339823095518755,-61.20685265428438,1.0
